HOTRAZONSOCIAL,HOTLOCALIDAD,ANIO,MES,DIAS,Importe,CARGO
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2021,12,7,96198,4614
SAVOIA - OSTENDE,OSTENDE,2021,12,4,98700,1731
SAVOIA - OSTENDE,OSTENDE,2022,1,5,123375,1731
DESIGN BUENOS AIRES,C.A.B.A.,2022,12,3,39082,1731
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,7,3,89400,1731
SAVOIA - OSTENDE,OSTENDE,2022,12,1,0,1731
SAVOIA - OSTENDE,OSTENDE,2022,12,1,144800,1731
SAVOIA - OSTENDE,OSTENDE,2023,1,6,0,1731
SAVOIA - OSTENDE,OSTENDE,2023,1,6,434400,1731
CABAÑAS PUERTO HAMLET,CARILÓ,2023,1,7,473222,1731
DESIGN BUENOS AIRES,C.A.B.A.,2022,12,1,23094,1311
CABAÑAS PUERTO HAMLET,CARILÓ,2022,12,2,107961,1311
CABAÑAS PUERTO HAMLET,CARILÓ,2023,1,5,262787,1311
DESIGN BUENOS AIRES,C.A.B.A.,2023,7,2,59932,1311
DESIGN BUENOS AIRES,C.A.B.A.,2022,2,3,22397,1311
ALEJANDRO I,SALTA,2023,8,6,320166,1313
DESIGN BUENOS AIRES,C.A.B.A.,2023,8,2,73729,1721
PARADISO PLAYA,VALERIA DEL MAR,2024,1,12,1391628,1721
PARADISO PLAYA,VALERIA DEL MAR,2023,1,11,584572,1721
PARADISO PLAYA,VALERIA DEL MAR,2020,1,7,83176,1,1721
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2021,1,7,157500,1721
PARADISO PLAYA,VALERIA DEL MAR,2023,12,9,157189,1721
PARADISO PLAYA,VALERIA DEL MAR,2023,12,8,454032,1721
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,12,5,103828,1721
HOSTAL DEL SOL,SAN BERNARDO,2022,12,6,65205,1721
AMÉRIAN - TUCUMÁN,SAN MIGUEL DE TUCUMÁN,2021,11,4,14172,1721
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2020,3,5,35927,7,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,1,7,63700,1721
SAVOIA - OSTENDE,OSTENDE,2020,1,7,63700,1721
HOSTAL DEL SOL,SAN BERNARDO,2022,12,9,175349,1721
HOTEL SANTA ELÍA,MAR DEL PLATA,2023,3,4,30900,1721
HOSTAL DEL SOL,SAN BERNARDO,2023,2,6,148725,JJJJ
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2021,12,10,134520,1313
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2020,4,1,5882,1721
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2023,3,7,275031,1191
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2023,9,3,175725,1372
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2022,8,6,114368,1313
DESIGN BUENOS AIRES,C.A.B.A.,2022,11,3,39477,1150
VALERIA,VALERIA DEL MAR,2023,2,7,404250,1150
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2021,9,7,47005,1340
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2021,10,3,12613,1332
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2021,10,4,16817,1332
LOS YÁMANAS,USHUAIA,2021,10,5,74160,1160
HOSTAL DEL SOL,SAN BERNARDO,2023,2,6,221769,1731
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,12,1,9174,1731
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,11,1,9174,1731
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,12,4,51888,1731
DESIGN BUENOS AIRES,C.A.B.A.,2023,4,1,18855,1731
DESIGN BUENOS AIRES,C.A.B.A.,2023,11,3,139256,1731
TRONADOR,MAR DEL PLATA,2020,2,3,11424,1371
CABAÑAS PUERTO HAMLET,CARILÓ,2020,1,3,25803,1721
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2021,10,3,30252,1721
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,10,3,61932,1721
DESIGN BUENOS AIRES,C.A.B.A.,2022,9,5,49629,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,3,8,29264,1331
CABAÑAS PUERTO HAMLET,CARILÓ,2023,11,4,108300,1731
CABAÑAS PUERTO HAMLET,CARILÓ,2022,2,7,135915,1731
PARADISO PLAYA,VALERIA DEL MAR,2024,1,7,793611,1731
CABAÑAS PUERTO HAMLET,CARILÓ,2023,10,2,44422,1731
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2023,9,4,149738,1721
VALERIA,VALERIA DEL MAR,2020,2,7,48300,1372
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2020,2,5,37347,1721
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2020,2,5,31450,5,1721
DESIGN BUENOS AIRES,C.A.B.A.,2022,10,4,33215,1721
SAVOIA - OSTENDE,OSTENDE,2022,2,7,73500,1721
HOSTAL DEL SOL,SAN BERNARDO,2020,1,5,38905,1371
DESIGN BUENOS AIRES,C.A.B.A.,2023,1,4,108029,1731
PARADISO PLAYA,VALERIA DEL MAR,2020,2,11,77088,1721
PARADISO PLAYA,VALERIA DEL MAR,2021,3,9,80082,1721
PARADISO PLAYA,VALERIA DEL MAR,2020,1,14,117236,1130
HOTEL DEL SOL,C.A.B.A.,2023,6,4,30240,1312
DAZZLER,PUERTO MADRYN,2023,12,3,92333,1312
HOTEL SANTA ELÍA,MAR DEL PLATA,2023,4,6,48600,1312
TRONADOR,MAR DEL PLATA,2021,12,5,25500,1312
DESIGN SALTA,SALTA,2022,6,3,36536,1312
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,10,2,59968,1312
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2022,8,5,87000,1313
DAZZLER,PUERTO MADRYN,2021,10,3,24273,1313
DESIGN BUENOS AIRES,C.A.B.A.,2023,7,4,69370,1313
PARADISO PLAYA,VALERIA DEL MAR,2023,1,5,230393,1372
TRONADOR,MAR DEL PLATA,2021,7,2,12000,1372
PARADISO PLAYA,VALERIA DEL MAR,2020,1,4,34172,1372
TRONADOR,MAR DEL PLATA,2023,10,7,179200,1372
TRONADOR,MAR DEL PLATA,2020,1,3,8064,1180
TRONADOR,MAR DEL PLATA,2020,1,3,8640,1180
TRONADOR,MAR DEL PLATA,2023,10,2,60000,1180
SAVOIA - OSTENDE,OSTENDE,2020,2,15,73125,JJJJ
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,4,7,60648,35,JJJJ
SAVOIA - OSTENDE,OSTENDE,2022,2,14,137200,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,2,14,409500,JJJJ
TRONADOR,MAR DEL PLATA,2022,12,5,72800,JJJJ
TRONADOR,MAR DEL PLATA,2021,12,5,29400,JJJJ
TRONADOR,MAR DEL PLATA,2020,2,19,63270,JJJJ
TRONADOR,MAR DEL PLATA,2020,2,13,43290,JJJJ
TRONADOR,MAR DEL PLATA,2020,3,6,19980,JJJJ
TRONADOR,MAR DEL PLATA,2021,11,9,59400,JJJJ
TRONADOR,MAR DEL PLATA,2022,4,9,91800,JJJJ
TRONADOR,MAR DEL PLATA,2023,2,3,64800,JJJJ
TRONADOR,MAR DEL PLATA,2023,3,5,108000,JJJJ
TRONADOR,MAR DEL PLATA,2023,2,3,64800,JJJJ
TRONADOR,MAR DEL PLATA,2020,3,8,30240,JJJJ
TRONADOR,MAR DEL PLATA,2020,2,8,26640,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,1,7,31850,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,2,1,4550,JJJJ
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,11,6,30468,JJJJ
SAVOIA - OSTENDE,OSTENDE,2022,2,8,78400,JJJJ
TRONADOR,MAR DEL PLATA,2021,12,8,35840,JJJJ
TRONADOR,MAR DEL PLATA,2022,3,9,70560,JJJJ
TRONADOR,MAR DEL PLATA,2023,2,3,46800,JJJJ
TRONADOR,MAR DEL PLATA,2023,3,4,62400,JJJJ
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2023,4,10,227762,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,1,3,63000,JJJJ
TRONADOR,MAR DEL PLATA,2022,11,7,72660,JJJJ
SAVOIA - OSTENDE,OSTENDE,2022,12,8,100800,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,2,4,84000,JJJJ
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2020,4,3,13326,JJJJ
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2020,4,3,14658,JJJJ
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2020,4,2,9772,JJJJ
TRONADOR,MAR DEL PLATA,2020,2,5,17640,JJJJ
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2023,8,3,54000,JJJJ
TRONADOR,MAR DEL PLATA,2020,2,6,18648,JJJJ
TRONADOR,MAR DEL PLATA,2022,2,6,57120,JJJJ
HOTEL PROVIDENCIA,GUAYMALLEN - MENDOZA,2021,11,4,9984,JJJJ
TRONADOR,MAR DEL PLATA,2020,2,6,37296,JJJJ
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2022,5,4,42190,28,JJJJ
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,5,4,72960,JJJJ
LOS YÁMANAS,USHUAIA,2023,3,4,124740,JJJJ
TRONADOR,MAR DEL PLATA,2020,2,8,30240,JJJJ
TRONADOR,MAR DEL PLATA,2020,2,7,21756,JJJJ
TRONADOR,MAR DEL PLATA,2022,2,7,66640,JJJJ
TRONADOR,MAR DEL PLATA,2023,2,7,144480,JJJJ
SAN CARLOS INN,CONCORDIA,2023,2,6,75600,JJJJ
PARADISO PLAYA,VALERIA DEL MAR,2020,3,7,12600,JJJJ
TRONADOR,MAR DEL PLATA,2020,4,1,3528,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,6,6,18900,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,3,8,25200,JJJJ
SAVOIA - OSTENDE,OSTENDE,2022,1,6,63000,JJJJ
SAVOIA - OSTENDE,OSTENDE,2022,2,5,52500,JJJJ
RIVIERA TOWER SUITES,VILLA CARLOS PAZ,2022,10,7,63700,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,3,7,82688,JJJJ
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2022,10,5,73440,JJJJ
DAZZLER,PUERTO MADRYN,2022,8,7,72825,06,JJJJ
TRONADOR,MAR DEL PLATA,2022,12,7,98832,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,1,14,294000,JJJJ
ALTOS DE MERLO,VILLA DE MERLO,2020,1,11,63360,JJJJ
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2024,1,10,496668,JJJJ
PARADISO PLAYA,VALERIA DEL MAR,2024,1,10,496668,JJJJ
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2021,12,7,47005,JJJJ
TRONADOR,MAR DEL PLATA,2020,1,15,52920,JJJJ
TRONADOR,MAR DEL PLATA,2020,1,15,56700,JJJJ
TRONADOR,MAR DEL PLATA,2022,1,10,75000,JJJJ
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,3,5,32490,JJJJ
HOTEL SANTA ELÍA,MAR DEL PLATA,2023,1,10,67500,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,3,3,9450,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,3,3,9450,JJJJ
SAVOIA - OSTENDE,OSTENDE,2021,1,7,48300,JJJJ
TRONADOR,MAR DEL PLATA,2020,1,3,8100,JJJJ
TRONADOR,MAR DEL PLATA,2020,3,7,23310,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,2,8,168000,JJJJ
TRONADOR,MAR DEL PLATA,2023,3,4,53760,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,1,9,40950,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,3,3,8415,JJJJ
TRONADOR,MAR DEL PLATA,2021,10,4,17920,JJJJ
TRONADOR,MAR DEL PLATA,2022,7,1,7840,JJJJ
TRONADOR,MAR DEL PLATA,2022,7,3,23520,JJJJ
ALTOS DE MERLO,VILLA DE MERLO,2023,10,7,159600,JJJJ
PARADISO PLAYA,VALERIA DEL MAR,2020,1,12,70740,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,3,11,41300,JJJJ
SAVOIA - OSTENDE,OSTENDE,2021,12,7,60760,JJJJ
SAVOIA - OSTENDE,OSTENDE,2022,12,7,117600,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,3,7,117600,JJJJ
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,2,7,110107,67,1313
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,2,7,110107,67,1313
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,4,1,14974,1314
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,6,1,21780,1314
VALERIA,VALERIA DEL MAR,2022,1,7,112910,1190
CABAÑAS PUERTO HAMLET,CARILÓ,2021,7,7,50540,1190
CABAÑAS PUERTO HAMLET,CARILÓ,2023,11,5,114713,1190
DESIGN SALTA,SALTA,2020,2,3,9405,1721
TRONADOR,MAR DEL PLATA,2021,7,3,14700,1711
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2022,2,3,60033,1711
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,4,3,56290,1711
PARADISO PLAYA,VALERIA DEL MAR,2020,2,2,10748,1340
PARADISO PLAYA,VALERIA DEL MAR,2020,3,2,7200,1340
BAHÍA MONTAÑA RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2022,1,7,100800,1340
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,3,5,16175,1721
PARADISO PLAYA,VALERIA DEL MAR,2022,1,8,144075,4614
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2023,1,7,219193,4614
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2022,7,8,249925,1731
PARADISO PLAYA,VALERIA DEL MAR,2022,2,7,96495,1731
TRONADOR,MAR DEL PLATA,2022,9,4,67200,1731
PARADISO PLAYA,VALERIA DEL MAR,2023,1,6,258040,1731
SAVOIA - OSTENDE,OSTENDE,2023,2,7,294000,1360
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,7,3,34110,1360
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2022,1,4,65340,1360
DESIGN BUENOS AIRES,C.A.B.A.,2022,7,1,10978,1721
HOSTAL DEL SOL,SAN BERNARDO,2022,11,4,30870,1721
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2020,2,4,29160,1372
SAVOIA - OSTENDE,OSTENDE,2022,12,4,80775,1372
HOTEL PROVIDENCIA,GUAYMALLEN - MENDOZA,2023,3,3,24450,1372
SOHO SUITES,SAN FRANCISCO,2023,8,2,33224,1372
DESIGN BUENOS AIRES,C.A.B.A.,2023,3,3,45866,1721
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2021,3,5,33605,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2022,6,2,13034,1721
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2021,10,5,53755,1721
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,2,9,110214,1170
DESIGN BUENOS AIRES,C.A.B.A.,2022,11,1,9949,1170
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2023,1,2,69023,1170
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2023,2,10,296918,1170
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,12,6,148793,1170
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2024,2,13,823505,1170
SAVOIA - OSTENDE,OSTENDE,2023,1,10,262500,1372
SAVOIA - OSTENDE,OSTENDE,2020,2,4,20090,1372
DESIGN BUENOS AIRES,C.A.B.A.,2022,11,1,16050,1721
RIVIERA TOWER SUITES,VILLA CARLOS PAZ,2022,4,3,32400,1721
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,5,1,18150,1731
PARADISO PLAYA,VALERIA DEL MAR,2023,2,12,592310,1160
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,8,1,7645,1731
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,5,1,6116,1731
CASEROS 248,CORDOBA,2021,9,5,30475,1731
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2021,2,2,7378,1731
PARADISO PLAYA,VALERIA DEL MAR,2024,1,7,801150,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2023,1,7,246944,4615
DESIGN CALAFATE,CALAFATE,2022,4,7,76230,1721
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2023,2,5,138600,1732
BAHÍA MONTAÑA RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2023,11,7,395850,1732
ALEJANDRO I,SALTA,2021,10,5,33400,1721
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2020,2,3,13569,1721
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2020,2,4,44576,1721
TRONADOR,MAR DEL PLATA,2023,1,8,194880,1721
DESIGN BUENOS AIRES,C.A.B.A.,2023,6,2,54555,2711
ALTOS DE MERLO,VILLA DE MERLO,2020,3,4,13440,1312
CABAÑAS PUERTO HAMLET,CARILÓ,2021,8,2,10200,1312
SAVOIA - OSTENDE,OSTENDE,2023,2,7,204750,1372
CABAÑAS PUERTO HAMLET,CARILÓ,2023,1,7,456858,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,2,8,53934,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,2,7,46461,1721
TRONADOR,MAR DEL PLATA,2022,4,2,43200,1340
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,10,4,119700,1340
CABAÑAS PUERTO HAMLET,CARILÓ,2020,3,3,13965,1180
VALERIA,VALERIA DEL MAR,2022,2,4,88800,1372
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,9,3,28587,1372
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,5,1,4659,1372
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,3,1,14974,1372
HOTEL DEL SOL,C.A.B.A.,2023,8,1,6900,1372
HOSTAL DEL SOL,SAN BERNARDO,2022,12,7,37000,1731
TRONADOR,MAR DEL PLATA,2023,11,2,108000,1721
TRONADOR,MAR DEL PLATA,2023,2,3,75600,1371
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2022,3,7,155400,1340
DAZZLER,PUERTO MADRYN,2021,10,2,21670,1340
HOSTAL DEL SOL,SAN BERNARDO,2022,12,3,35775,1721
CABAÑAS COIRÓN,VILLA GESELL,2023,1,5,105000,1360
CABAÑAS COIRÓN,VILLA GESELL,2020,1,3,14760,1360
CABAÑAS COIRÓN,VILLA GESELL,2021,12,1,11657,2,1360
CABAÑAS COIRÓN,VILLA GESELL,2022,1,4,46628,8,1360
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,2,6,83106,1721
SAVOIA - OSTENDE,OSTENDE,2022,2,3,58800,1721
ALEJANDRO I,SALTA,2021,11,5,69980,1721
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2022,10,3,41884,1721
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2022,10,4,49894,1721
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2023,2,2,42266,1721
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,5,4,127811,1721
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2023,7,3,80028,1721
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,2,2,69825,1190
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2022,8,5,87000,1190
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2020,1,2,4186,1190
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2021,2,7,25284,1190
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2021,11,3,41724,1721
SAN CARLOS INN,CONCORDIA,2020,2,3,9456,1170
TRONADOR,MAR DEL PLATA,2021,1,1,9240,1731
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,11,4,99450,1360
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2021,2,6,65610,1721
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,7,2,69930,1372
BAHÍA MONTAÑA RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2023,11,5,370334,1372
DESIGN SALTA,SALTA,2023,5,7,166563,1372
CABAÑAS COIRÓN,VILLA GESELL,2020,2,6,24300,1372
CABAÑAS PUERTO HAMLET,CARILÓ,2022,2,5,51428,1372
CABAÑAS COIRÓN,VILLA GESELL,2022,2,5,51428,1372
TRONADOR,MAR DEL PLATA,2022,7,3,50400,1372
SAVOIA - OSTENDE,OSTENDE,2022,1,4,42000,1372
HOSTAL DEL SOL,SAN BERNARDO,2022,1,2,17956,1372
SAVOIA - OSTENDE,OSTENDE,2023,1,8,234000,1372
SAVOIA - OSTENDE,OSTENDE,2021,12,4,59400,1721
SAVOIA - OSTENDE,OSTENDE,2022,1,1,14850,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2020,1,6,33960,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2020,2,1,5660,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2020,3,3,19947,1721
SAN CARLOS INN,CONCORDIA,2023,8,2,79050,1721
CASEROS 248,CORDOBA,2023,11,2,65222,1371
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2023,10,2,82500,1371
CABAÑAS PUERTO HAMLET,CARILÓ,2021,5,2,9264,1313
HOTEL DEL SOL,C.A.B.A.,2023,10,1,13720,1731
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2022,6,7,64211,07,1721
SAVOIA - OSTENDE,OSTENDE,2022,1,2,39200,1731
SAVOIA - OSTENDE,OSTENDE,2022,2,5,98000,1731
SAVOIA - OSTENDE,OSTENDE,2020,2,7,46725,1731
SAVOIA - OSTENDE,OSTENDE,2023,1,3,117600,1731
SAVOIA - OSTENDE,OSTENDE,2023,2,4,156800,1731
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2023,5,2,24584,1721
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2023,8,2,33433,1721
HOTEL LIBERTADOR ****,ROSARIO - SANTA FE,2021,7,1,4797,1721
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2024,2,4,174912,1160
DESIGN BUENOS AIRES,C.A.B.A.,2023,7,5,155591,1331
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2023,5,4,83160,1731
HOTEL DEL SOL,C.A.B.A.,2023,5,1,8100,1340
TRONADOR,MAR DEL PLATA,2023,1,7,170520,1731
TRONADOR,MAR DEL PLATA,2020,1,9,39312,1731
DESIGN BUENOS AIRES,C.A.B.A.,2021,12,3,16065,1372
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,1,2,27225,1721
TRONADOR,MAR DEL PLATA,2020,4,3,12240,1731
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,7,2,61710,1731
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,11,2,65340,1721
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,9,2,58050,1721
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,9,2,29040,1721
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2022,11,2,34776,1372
RIVIERA TOWER SUITES,VILLA CARLOS PAZ,2022,11,2,22385,1372
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2021,9,3,29106,1372
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,1,8,67200,1372
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2022,7,2,41580,1372
RIVIERA TOWER SUITES,VILLA CARLOS PAZ,2022,9,2,14140,1372
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,2,9,52911,1170
DESIGN BUENOS AIRES,C.A.B.A.,2020,2,2,5628,1170
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,2,2,13522,1170
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,11,1,32670,1170
TRONADOR,MAR DEL PLATA,2022,11,2,41520,1731
TRONADOR,MAR DEL PLATA,2023,7,4,107520,1731
TRONADOR,MAR DEL PLATA,2023,6,3,86400,1170
PARADISO PLAYA,VALERIA DEL MAR,2020,2,6,36294,1170
CABAÑAS PUERTO HAMLET,CARILÓ,2023,9,2,40185,1170
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2021,11,5,26275,1372
ALEJANDRO I,SALTA,2023,6,4,92578,1372
CABAÑAS PUERTO HAMLET,CARILÓ,2022,11,3,36110,1372
DESIGN BUENOS AIRES,C.A.B.A.,2023,11,2,90524,1731
HOSTAL DEL SOL,SAN BERNARDO,2023,12,10,793092,1731
DAZZLER,PUERTO MADRYN,2021,8,6,58044,1721
CABAÑAS COIRÓN,VILLA GESELL,2021,12,5,26250,1721
CABAÑAS COIRÓN,VILLA GESELL,2022,12,6,67500,1721
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,11,4,83700,1156
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,7,7,232234,1156
SAVOIA - OSTENDE,OSTENDE,2022,3,7,65100,1156
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,10,3,670313,1156
PARADISO PLAYA,VALERIA DEL MAR,2023,3,5,165105,1360
CABAÑAS PUERTO HAMLET,CARILÓ,2022,4,2,13395,1372
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2021,1,13,132990,1372
CABAÑAS PUERTO HAMLET,CARILÓ,2020,2,6,44784,1163
CABAÑAS PUERTO HAMLET,CARILÓ,2020,3,1,4214,1163
HOTEL LIBERTADOR ****,ROSARIO - SANTA FE,2021,3,1,5139,1372
DESIGN BUENOS AIRES,C.A.B.A.,2023,5,1,27298,1372
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,7,3,70785,1731
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,10,3,21612,1731
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2020,3,7,44184,1180
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,10,4,101115,1180
PARADISO PLAYA,VALERIA DEL MAR,2021,12,2,35574,1313
PARADISO PLAYA,VALERIA DEL MAR,2022,1,6,106722,1313
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2021,2,5,75435,1313
